DATE,lat,lon,adm1_code,location_type
2025-12-28 19:00:00,39.0724,-76.7902,USMD,2
2025-11-24 15:30:00,45.7326,-93.9196,USMN,2
2025-11-24 15:30:00,42.1497,-74.9384,USNY,2
2026-01-25 04:45:00,41.85,-87.6501,USIL,3
2026-01-25 04:45:00,45.7326,-93.9196,USMN,2
2026-04-03 20:00:00,32.7831,-96.8067,USTX,3
2026-04-03 20:00:00,32.7668,-96.7836,USTX,3
2026-04-03 20:00:00,32.9537,-96.8903,USTX,3
2026-04-03 20:00:00,31.106,-97.6475,USTX,2
2026-04-03 20:00:00,44.2563,-89.6385,USWI,2
2026-04-03 20:00:00,41.5834,-72.7622,USCT,2
2026-04-03 20:00:00,31.106,-97.6475,USTX,2
2026-04-03 20:00:00,28.5383,-81.3792,USFL,3
2026-04-03 20:00:00,31.106,-97.6475,USTX,2
2026-04-03 20:00:00,27.8333,-81.717,USFL,2
2026-04-03 20:00:00,33.8191,-80.9066,USSC,2
2026-04-03 20:00:00,38.4199,-117.122,USNV,2
2026-04-03 18:15:00,27.8333,-81.717,USFL,2
2026-04-03 18:15:00,27.8472,-82.5034,USFL,3
2025-11-19 23:15:00,31.106,-97.6475,USTX,2
2025-11-19 23:15:00,31.2504,-99.2506,USTX,3
2025-11-19 23:15:00,33.2001,-96.5669,USTX,3
2025-11-19 23:15:00,29.8336,-95.4002,USTX,3
2025-11-19 23:15:00,31.106,-97.6475,USTX,2
2025-11-19 23:15:00,29.7633,-95.3633,USTX,3
2025-11-19 23:15:00,35.2271,-80.8431,USNC,3
2025-11-19 23:15:00,35.6411,-79.8431,USNC,2
2026-01-10 21:30:00,45.7326,-93.9196,USMN,2
2026-01-10 20:15:00,40.1254,-74.9999,USPA,3
2026-01-10 20:15:00,39.9523,-75.1638,USPA,3
2026-01-10 20:15:00,27.8333,-81.717,USFL,2
2025-10-21 17:15:00,41.9428,-87.7773,USIL,3
2025-10-21 17:15:00,41.5495,-87.537,USIL,3
2025-10-21 17:15:00,41.85,-87.6501,USIL,3
2025-12-07 15:15:00,34.0522,-118.244,USCA,3
2025-12-07 15:15:00,36.17,-119.746,USCA,2
2025-12-07 15:15:00,34.4214,-119.686,USCA,3
2025-10-17 15:15:00,40.5773,-77.264,USPA,2
2025-10-01 20:45:00,31.106,-97.6475,USTX,2
2025-10-01 20:45:00,41.85,-87.6501,USIL,3
2025-10-01 20:45:00,40.3363,-89.0022,USIL,2
2025-10-01 20:45:00,32.7831,-96.8067,USTX,3
2025-12-25 20:30:00,35.6411,-79.8431,USNC,2
2025-12-25 20:30:00,39.1747,-77.0517,USMD,3
2025-12-25 20:30:00,39.0724,-76.7902,USMD,2
2025-12-25 20:30:00,35.2271,-80.8431,USNC,3
2025-11-14 01:30:00,36.17,-119.746,USCA,2
2025-11-14 01:30:00,27.8333,-81.717,USFL,2
2025-11-14 01:30:00,27.8333,-81.717,USFL,2
2025-11-14 01:30:00,25.7743,-80.1937,USFL,3
2025-11-14 01:30:00,38.5111,-96.8005,USKS,2
2026-01-26 00:15:00,44.98,-93.2638,USMN,3
2026-01-26 00:15:00,44.6074,-69.3977,USME,2
2026-01-26 00:15:00,45.7326,-93.9196,USMN,2
2026-01-26 00:15:00,44.98,-93.2638,USMN,3
2026-01-26 00:15:00,45.7326,-93.9196,USMN,2
2025-12-10 22:45:00,41.1289,-98.2883,USNE,2
2025-12-10 22:45:00,41.2553,-95.9353,USNE,3
2026-01-07 01:00:00,45.7326,-93.9196,USMN,2
2026-01-07 01:00:00,38.5816,-121.494,USCA,3
2026-01-07 01:00:00,36.17,-119.746,USCA,2
2025-12-12 08:45:00,31.106,-97.6475,USTX,2
2025-12-12 08:45:00,32.7673,-89.6812,USMS,2
2025-12-12 08:45:00,29.8336,-95.4002,USTX,3
2025-12-12 08:45:00,36.17,-119.746,USCA,2
2025-12-12 08:45:00,39.8647,-86.2604,USIN,2
2025-10-08 22:15:00,34.2504,-78.6331,USNC,3
